Symbol,Name,LastSale,MarketCap,IPOyear,Sector,industry,Summary Quote
RTW,"RTW Retailwinds, Inc.",2.94,$190.68M,n/a,Consumer Services,Clothing/Shoe/Accessory Stores,https://www.nasdaq.com/symbol/rtw
RTEC,"Rudolph Technologies, Inc.",19.68,$627.8M,1999,Capital Goods,Industrial Machinery/Components,https://www.nasdaq.com/symbol/rtec
RYB,"RYB Education, Inc.",6.09,$177.91M,2017,Consumer Services,Other Consumer Services,https://www.nasdaq.com/symbol/ryb
R,"Ryder System, Inc.",48.86,$2.59B,n/a,Consumer Services,Rental/Leasing Companies,https://www.nasdaq.com/symbol/r
RYI,Ryerson Holding Corporation,6.29,$235.52M,2014,Basic Industries,Metal Fabrications,https://www.nasdaq.com/symbol/ryi
RHP,"Ryman Hospitality Properties, Inc.",66.54,$3.42B,n/a,Consumer Services,Real Estate Investment Trusts,https://www.nasdaq.com/symbol/rhp
SPGI,S&P Global Inc.,164.37,$41.24B,n/a,Finance,Finance: Consumer Services,https://www.nasdaq.com/symbol/spgi
SBR,Sabine Royalty Trust,39.44,$575.01M,n/a,Energy,Oil & Gas Production,https://www.nasdaq.com/symbol/sbr
SB,"Safe Bulkers, Inc",1.97,$200.08M,2008,Transportation,Marine Transportation,https://www.nasdaq.com/symbol/sb
SB^C,"Safe Bulkers, Inc",19.2414,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/sb^c
SB^D,"Safe Bulkers, Inc",19.2499,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/sb^d
SFE,"Safeguard Scientifics, Inc.",8.5,$175.5M,n/a,Finance,Finance/Investors Services,https://www.nasdaq.com/symbol/sfe
SAFE,"Safety, Income & Growth Inc.",17.89,$326.13M,2017,Consumer Services,Real Estate,https://www.nasdaq.com/symbol/safe
SAIL,"SailPoint Technologies Holdings, Inc.",22.77,$2B,2017,Technology,Computer Software: Prepackaged Software,https://www.nasdaq.com/symbol/sail
CRM,Salesforce.com Inc,130.4,$99.76B,2004,Technology,Computer Software: Prepackaged Software,https://www.nasdaq.com/symbol/crm
SMM,Salient Midstream & MLP Fund,7.69,$136.29M,2012,n/a,n/a,https://www.nasdaq.com/symbol/smm
SBH,"Sally Beauty Holdings, Inc.",16.83,$2.03B,n/a,Consumer Services,Other Specialty Stores,https://www.nasdaq.com/symbol/sbh
SJT,San Juan Basin Royalty Trust,4.95,$230.71M,n/a,Energy,Oil & Gas Production,https://www.nasdaq.com/symbol/sjt
SN,Sanchez Energy Corporation,0.2294,$20.08M,2011,Energy,Oil & Gas Production,https://www.nasdaq.com/symbol/sn
SD,"SandRidge Energy, Inc.",7.85,$280.19M,2016,Energy,Oil & Gas Production,https://www.nasdaq.com/symbol/sd
SDT,SandRidge Mississippian Trust I,0.876,$24.53M,2011,Energy,Oil & Gas Production,https://www.nasdaq.com/symbol/sdt
SDR,SandRidge Mississippian Trust II,0.88,$43.76M,2012,Energy,Oil & Gas Production,https://www.nasdaq.com/symbol/sdr
PER,SandRidge Permian Trust,2.03,$106.58M,2011,Energy,Oil & Gas Production,https://www.nasdaq.com/symbol/per
SC,Santander Consumer USA Holdings Inc.,17.98,$6.46B,2014,Finance,Finance: Consumer Services,https://www.nasdaq.com/symbol/sc
SAP,SAP SE,95.46,$117.27B,n/a,Technology,Computer Software: Prepackaged Software,https://www.nasdaq.com/symbol/sap
SAB,Saratoga Investment Corp,25.4086,n/a,2016,n/a,n/a,https://www.nasdaq.com/symbol/sab
SAF,Saratoga Investment Corp,24.6928,n/a,2018,n/a,n/a,https://www.nasdaq.com/symbol/saf
SAR,Saratoga Investment Corp,21.44,$160.37M,n/a,n/a,n/a,https://www.nasdaq.com/symbol/sar
SSL,Sasol Ltd.,29.28,$18.47B,n/a,Energy,Oil & Gas Production,https://www.nasdaq.com/symbol/ssl
BFS,"Saul Centers, Inc.",46.57,$1.05B,1993,Consumer Services,Real Estate Investment Trusts,https://www.nasdaq.com/symbol/bfs
BFS^C,"Saul Centers, Inc.",24.95,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/bfs^c
BFS^D,"Saul Centers, Inc.",21.59,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/bfs^d
SLB,Schlumberger N.V.,37.6,$52.07B,n/a,Energy,Oilfield Services/Equipment,https://www.nasdaq.com/symbol/slb
SNDR,"Schneider National, Inc.",18.56,$3.29B,2017,Transportation,Trucking Freight/Courier Services,https://www.nasdaq.com/symbol/sndr
SWM,"Schweitzer-Mauduit International, Inc.",25.65,$789.19M,n/a,Basic Industries,Paper,https://www.nasdaq.com/symbol/swm
SAIC,SCIENCE APPLICATIONS INTERNATIONAL CORPORATION,61.52,$2.61B,n/a,Technology,EDP Services,https://www.nasdaq.com/symbol/saic
SALT,Scorpio Bulkers Inc.,5.67,$427.51M,2013,Transportation,Marine Transportation,https://www.nasdaq.com/symbol/salt
SLTB,Scorpio Bulkers Inc.,25.2,n/a,2014,Transportation,Marine Transportation,https://www.nasdaq.com/symbol/sltb
SBBC,Scorpio Tankers Inc.,25.26,n/a,2017,Transportation,Marine Transportation,https://www.nasdaq.com/symbol/sbbc
SBNA,Scorpio Tankers Inc.,24.55,n/a,2014,Transportation,Marine Transportation,https://www.nasdaq.com/symbol/sbna
STNG,Scorpio Tankers Inc.,1.93,$995.67M,2010,Transportation,Marine Transportation,https://www.nasdaq.com/symbol/stng
SMG,Scotts Miracle-Gro Company (The),61.97,$3.43B,1992,Basic Industries,Agricultural Chemicals,https://www.nasdaq.com/symbol/smg
KTF,Scudder Municiple Income Trust,10.65,$420.68M,1988,n/a,n/a,https://www.nasdaq.com/symbol/ktf
KSM,Scudder Strategic Municiple Income Trust,10.68,$119.66M,1989,n/a,n/a,https://www.nasdaq.com/symbol/ksm
SE,Sea Limited,10.72,$3.59B,2017,Consumer Services,Other Consumer Services,https://www.nasdaq.com/symbol/se
SA,"Seabridge Gold, Inc.",13.55,$827.5M,n/a,Basic Industries,Precious Metals,https://www.nasdaq.com/symbol/sa
CKH,"SEACOR Holdings, Inc.",37.97,$692.83M,n/a,Transportation,Marine Transportation,https://www.nasdaq.com/symbol/ckh
SMHI,SEACOR Marine Holdings Inc.,12.07,$246.68M,2017,Transportation,Marine Transportation,https://www.nasdaq.com/symbol/smhi
SDRL,Seadrill Limited,10.02,$1B,2018,Energy,Oil & Gas Production,https://www.nasdaq.com/symbol/sdrl
SDLP,Seadrill Partners LLC,1.73,$158.85M,2012,Energy,Oil & Gas Production,https://www.nasdaq.com/symbol/sdlp
SEE,Sealed Air Corporation,34.73,$5.45B,n/a,Basic Industries,Major Chemicals,https://www.nasdaq.com/symbol/see
SSW,Seaspan Corporation,8.16,$1.44B,2005,Transportation,Marine Transportation,https://www.nasdaq.com/symbol/ssw
SSW^D,Seaspan Corporation,23.29,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/ssw^d
SSW^E,Seaspan Corporation,23.84,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/ssw^e
SSW^G,Seaspan Corporation,23.89,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/ssw^g
SSW^H,Seaspan Corporation,22.8,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/ssw^h
SSW^I,Seaspan Corporation,22.7,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/ssw^i
SSWA,Seaspan Corporation,23.7,n/a,2017,Transportation,Marine Transportation,https://www.nasdaq.com/symbol/sswa
SSWN,Seaspan Corporation,25.37,n/a,2014,Transportation,Marine Transportation,https://www.nasdaq.com/symbol/sswn
SEAS,"SeaWorld Entertainment, Inc.",23.36,$2.05B,2013,Consumer Services,Services-Misc. Amusement & Recreation,https://www.nasdaq.com/symbol/seas
JBN,Select Asset Inc.,6.3556,n/a,n/a,Finance,Finance: Consumer Services,https://www.nasdaq.com/symbol/jbn
JBR,Select Asset Inc.,6.65,n/a,n/a,Finance,Finance: Consumer Services,https://www.nasdaq.com/symbol/jbr
WTTR,"Select Energy Services, Inc.",6.98,$744.66M,2017,Energy,Oilfield Services/Equipment,https://www.nasdaq.com/symbol/wttr
SEM,Select Medical Holdings Corporation,15.31,$2.07B,2009,Health Care,Hospital/Nursing Management,https://www.nasdaq.com/symbol/sem
SGZA,"Selective Insurance Group, Inc.",24.34,n/a,n/a,Finance,Property-Casualty Insurers,https://www.nasdaq.com/symbol/sgza
SEMG,Semgroup Corporation,14.48,$1.15B,n/a,Energy,Oilfield Services/Equipment,https://www.nasdaq.com/symbol/semg
SMI,Semiconductor  Manufacturing International Corporation,4.03,$4.06B,2004,Technology,Semiconductors,https://www.nasdaq.com/symbol/smi
SRE,Sempra Energy,107.25,$29.35B,n/a,Public Utilities,Natural Gas Distribution,https://www.nasdaq.com/symbol/sre
SRE^A,Sempra Energy,96.18,n/a,n/a,Public Utilities,Natural Gas Distribution,https://www.nasdaq.com/symbol/sre^a
SRE^B,Sempra Energy,95.85,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/sre^b
SEND,"SendGrid, Inc.",39.19,$1.86B,2017,Technology,Computer Software: Prepackaged Software,https://www.nasdaq.com/symbol/send
ST,Sensata Technologies Holding plc,43.51,$7.14B,2010,Capital Goods,Industrial Machinery/Components,https://www.nasdaq.com/symbol/st
SXT,Sensient Technologies Corporation,55,$2.33B,n/a,Basic Industries,Major Chemicals,https://www.nasdaq.com/symbol/sxt
SQNS,Sequans Communications S.A.,0.83,$78.51M,2011,Technology,Semiconductors,https://www.nasdaq.com/symbol/sqns
SRG,Seritage Growth Properties,33.05,$1.85B,2015,Finance,Real Estate,https://www.nasdaq.com/symbol/srg
SRG^A,Seritage Growth Properties,21.9,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/srg^a
SCI,Service Corporation International,39.44,$7.14B,n/a,Consumer Services,Other Consumer Services,https://www.nasdaq.com/symbol/sci
SERV,"ServiceMaster Global Holdings, Inc.",35.41,$4.8B,2014,Consumer Services,Other Consumer Services,https://www.nasdaq.com/symbol/serv
NOW,"ServiceNow, Inc.",169.12,$30.32B,2012,Technology,Computer Software: Prepackaged Software,https://www.nasdaq.com/symbol/now
SHAK,"Shake Shack, Inc.",43.81,$1.62B,2015,Consumer Services,Restaurants,https://www.nasdaq.com/symbol/shak
SJR,Shaw Communications Inc.,18.49,$8.99B,n/a,Consumer Services,Television Services,https://www.nasdaq.com/symbol/sjr
SHLX,"Shell Midstream Partners, L.P.",17.49,$3.91B,2014,Energy,Natural Gas Distribution,https://www.nasdaq.com/symbol/shlx
SHW,Sherwin-Williams Company (The),380.39,$35.61B,n/a,Consumer Services,RETAIL: Building Materials,https://www.nasdaq.com/symbol/shw
SHG,Shinhan Financial Group Co Ltd,34.84,$16.5B,n/a,Finance,Major Banks,https://www.nasdaq.com/symbol/shg
SFL,Ship Finance International Limited,10.74,$1.28B,n/a,Transportation,Marine Transportation,https://www.nasdaq.com/symbol/sfl
SHOP,Shopify Inc.,129.79,$12.7B,2015,Technology,Computer Software: Prepackaged Software,https://www.nasdaq.com/symbol/shop
SSTK,"Shutterstock, Inc.",34.08,$1.19B,2012,Technology,EDP Services,https://www.nasdaq.com/symbol/sstk
SBGL,Sibanye Gold Limited,3,$1.7B,n/a,Basic Industries,Precious Metals,https://www.nasdaq.com/symbol/sbgl
SIG,Signet Jewelers Limited,32.49,$1.69B,n/a,Consumer Services,Consumer Specialties,https://www.nasdaq.com/symbol/sig
SBOW,"SilverBow Resorces, Inc.",24.75,$289.38M,n/a,Energy,Oil & Gas Production,https://www.nasdaq.com/symbol/sbow
SPG,"Simon Property Group, Inc.",164.87,$51B,n/a,Consumer Services,Real Estate Investment Trusts,https://www.nasdaq.com/symbol/spg
SPG^J,"Simon Property Group, Inc.",68.7,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/spg^j
SSD,"Simpson Manufacturing Company, Inc.",54.17,$2.46B,n/a,Capital Goods,Industrial Machinery/Components,https://www.nasdaq.com/symbol/ssd
SHI,"SINOPEC Shangai Petrochemical Company, Ltd.",42.83,$4.64B,n/a,Basic Industries,Major Chemicals,https://www.nasdaq.com/symbol/shi
SITC,SITE Centers Corp.,11.32,$2.09B,n/a,Consumer Services,Real Estate Investment Trusts,https://www.nasdaq.com/symbol/sitc
SITC^A,SITE Centers Corp.,22.39,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/sitc^a
SITC^J,SITE Centers Corp.,23.2,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/sitc^j
SITC^K,SITE Centers Corp.,22.58,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/sitc^k
SITE,"SiteOne Landscape Supply, Inc.",52.35,$2.14B,2016,Consumer Non-Durables,Farming/Seeds/Milling,https://www.nasdaq.com/symbol/site
SIX,Six Flags Entertainment Corporation New,55.93,$4.72B,n/a,Consumer Services,Services-Misc. Amusement & Recreation,https://www.nasdaq.com/symbol/six
SJW,SJW Group,55.05,$1.51B,n/a,Public Utilities,Water Supply,https://www.nasdaq.com/symbol/sjw
SKM,"SK Telecom Co., Ltd.",26.79,$17.35B,n/a,Public Utilities,Telecommunications Equipment,https://www.nasdaq.com/symbol/skm
SKX,"Skechers U.S.A., Inc.",22.49,$3.55B,1999,Consumer Non-Durables,Shoe Manufacturing,https://www.nasdaq.com/symbol/skx
SKY,Skyline Champion Corporation,14.24,$807.6M,n/a,Basic Industries,Homebuilding,https://www.nasdaq.com/symbol/sky
SLG,SL Green Realty Corp,77.46,$6.61B,1997,Consumer Services,Real Estate Investment Trusts,https://www.nasdaq.com/symbol/slg
SLG^I,SL Green Realty Corp,25.2,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/slg^i
SM,SM Energy Company,15.32,$1.72B,n/a,Energy,Oil & Gas Production,https://www.nasdaq.com/symbol/sm
SFS,Smart,5.22,$396.76M,2014,Consumer Services,Food Chains,https://www.nasdaq.com/symbol/sfs
SMAR,Smartsheet Inc.,22.57,$2.34B,2018,Technology,Computer Software: Prepackaged Software,https://www.nasdaq.com/symbol/smar
SNN,"Smith & Nephew SNATS, Inc.",35.51,$15.53B,n/a,Health Care,Industrial Specialties,https://www.nasdaq.com/symbol/snn
AOS,Smith (A.O.) Corporation,42.42,$7.21B,n/a,Consumer Durables,Consumer Electronics/Appliances,https://www.nasdaq.com/symbol/aos
SNAP,Snap Inc.,5.68,$7.36B,2017,Technology,"Computer Software: Programming, Data Processing",https://www.nasdaq.com/symbol/snap
SNA,Snap-On Incorporated,145.46,$8.1B,n/a,Capital Goods,Industrial Machinery/Components,https://www.nasdaq.com/symbol/sna
IPOA,Social Capital Hedosophia Holdings Corp.,10,$862.5M,2017,Finance,Business Services,https://www.nasdaq.com/symbol/ipoa
IPOA.U,Social Capital Hedosophia Holdings Corp.,n/a,n/a,2017,n/a,n/a,https://www.nasdaq.com/symbol/ipoa.u
IPOA.WS,Social Capital Hedosophia Holdings Corp.,n/a,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/ipoa.ws
SQM,Sociedad Quimica y Minera S.A.,37.24,$9.8B,1993,Basic Industries,Mining & Quarrying of Nonmetallic Minerals (No Fuels),https://www.nasdaq.com/symbol/sqm
SOGO,Sogou Inc.,5.19,$2.06B,2017,Technology,EDP Services,https://www.nasdaq.com/symbol/sogo
SOI,"Solaris Oilfield Infrastructure, Inc.",12.35,$582.11M,2017,Energy,Metal Fabrications,https://www.nasdaq.com/symbol/soi
SWI,SolarWinds Corporation,13.08,$4.05B,2018,Technology,Computer Software: Prepackaged Software,https://www.nasdaq.com/symbol/swi
SAH,"Sonic Automotive, Inc.",14.2,$607.06M,1997,Consumer Durables,Automotive Aftermarket,https://www.nasdaq.com/symbol/sah
SON,Sonoco Products Company,51.51,$5.14B,n/a,Consumer Durables,Containers/Packaging,https://www.nasdaq.com/symbol/son
SNE,Sony Corp Ord,47.02,$59.66B,n/a,Consumer Non-Durables,Consumer Electronics/Appliances,https://www.nasdaq.com/symbol/sne
BID,Sotheby&#39;s,37.54,$1.84B,1988,Miscellaneous,Business Services,https://www.nasdaq.com/symbol/bid
SOR,"Source Capital, Inc.",32.55,$280.28M,n/a,n/a,n/a,https://www.nasdaq.com/symbol/sor
SJI,"South Jersey Industries, Inc.",27.02,$2.31B,n/a,Public Utilities,Oil/Gas Transmission,https://www.nasdaq.com/symbol/sji
SJIU,"South Jersey Industries, Inc.",46.05,n/a,n/a,Public Utilities,Oil/Gas Transmission,https://www.nasdaq.com/symbol/sjiu
SXE,"Southcross Energy Partners, L.P.",0.27,$21.66M,2012,Public Utilities,Natural Gas Distribution,https://www.nasdaq.com/symbol/sxe
SCE^G,Southern California Edison Company,19.54,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/sce^g
SCE^H,Southern California Edison Company,23.29,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/sce^h
SCE^J,Southern California Edison Company,20.7,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/sce^j
SCE^K,Southern California Edison Company,21.63,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/sce^k
SCE^L,Southern California Edison Company,18.9,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/sce^l
SO,Southern Company (The),44.34,$45.62B,n/a,Public Utilities,Electric Utilities: Central,https://www.nasdaq.com/symbol/so
SOJA,Southern Company (The),25.94,n/a,2015,Public Utilities,Electric Utilities: Central,https://www.nasdaq.com/symbol/soja
SOJB,Southern Company (The),22.37,n/a,2016,Public Utilities,Electric Utilities: Central,https://www.nasdaq.com/symbol/sojb
SOJC,Southern Company (The),22.38,n/a,2017,Public Utilities,Electric Utilities: Central,https://www.nasdaq.com/symbol/sojc
SCCO,Southern Copper Corporation,29.21,$22.58B,n/a,Basic Industries,Precious Metals,https://www.nasdaq.com/symbol/scco
LUV,Southwest Airlines Company,45.61,$25.65B,n/a,Transportation,Air Freight/Delivery Services,https://www.nasdaq.com/symbol/luv
SWX,"Southwest Gas Holdings, Inc.",73.92,$3.65B,n/a,Public Utilities,Oil & Gas Production,https://www.nasdaq.com/symbol/swx
SWN,Southwestern Energy Company,3.64,$2.12B,n/a,Energy,Oil & Gas Production,https://www.nasdaq.com/symbol/swn
SPAQ,Spartan Energy Acquisition Corp,9.63,$531.58M,2018,Finance,Business Services,https://www.nasdaq.com/symbol/spaq
SPAQ.U,Spartan Energy Acquisition Corp,n/a,n/a,2018,n/a,n/a,https://www.nasdaq.com/symbol/spaq.u
SPAQ.WS,Spartan Energy Acquisition Corp,n/a,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/spaq.ws
SPA,Sparton Corporation,18.2,$178.99M,n/a,Technology,Electrical Products,https://www.nasdaq.com/symbol/spa
SPE,Special Opportunities Fund Inc.,12.02,$102.18M,n/a,n/a,n/a,https://www.nasdaq.com/symbol/spe
SPE^B,Special Opportunities Fund Inc.,24.9045,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/spe^b
SPB           ,"Spectrum Brands Holdings, Inc.",44.8,$2.39B,n/a,Miscellaneous,Industrial Machinery/Components,https://www.nasdaq.com/symbol/spb
TRK,"Speedway Motorsports, Inc.",15.64,$638.62M,1995,Consumer Services,Services-Misc. Amusement & Recreation,https://www.nasdaq.com/symbol/trk
SR,Spire Inc.,72.71,$3.69B,n/a,Public Utilities,Oil/Gas Transmission,https://www.nasdaq.com/symbol/sr
SPR,"Spirit Aerosystems Holdings, Inc.",70.09,$7.43B,2006,Capital Goods,Military/Government/Technical,https://www.nasdaq.com/symbol/spr
